timestamp,BTC_price,ETH_price,SOL_price
2025-11-23 20:03:24.778000,87381.61979501754,2821.3633941616995,132.405135424903
2025-11-23 21:00:27.962000,87459.00743553902,2821.3633941616995,132.405135424903
2025-11-23 21:06:16.714000,87459.00743553902,2826.0712724414907,132.405135424903
2025-11-23 21:06:19.759000,87459.00743553902,2826.0712724414907,132.5303000974582
2025-11-23 22:01:43.997000,87856.91104466101,2826.0712724414907,132.5303000974582
2025-11-23 22:01:44.264000,87856.91104466101,2838.540838173405,132.5303000974582
2025-11-23 22:01:45.711000,87856.91104466101,2838.540838173405,132.83492845218765
2025-11-23 23:00:50.408000,87856.91104466101,2838.540838173405,132.5251210397737
2025-11-23 23:01:05.290000,87854.91896866458,2838.540838173405,132.5251210397737
2025-11-23 23:01:09.232000,87854.91896866458,2833.3733643412866,132.5251210397737
2025-11-24 00:02:13.715000,86783.84766839583,2833.3733643412866,132.5251210397737
2025-11-24 00:02:15.835000,86783.84766839583,2799.814934092464,132.5251210397737
2025-11-24 00:02:19.398000,86783.84766839583,2799.814934092464,130.84897517738048
2025-11-24 01:01:58.566000,86783.84766839583,2795.561666997617,130.84897517738048
2025-11-24 01:02:00.124000,86783.84766839583,2795.561666997617,131.34286750202608
2025-11-24 01:02:25.421000,86628.2459764275,2795.561666997617,131.34286750202608
2025-11-24 02:01:16.775000,86628.2459764275,2804.282122344788,131.34286750202608
2025-11-24 02:01:28.283000,86628.2459764275,2804.282122344788,130.7214270308208
2025-11-24 02:01:38.720000,86848.54665879114,2804.282122344788,130.7214270308208
2025-11-24 03:04:33.694000,86848.54665879114,2804.282122344788,133.34938291323243
2025-11-24 03:06:33.881000,86848.54665879114,2840.467359297817,133.34938291323243
2025-11-24 03:06:34.127000,87498.4558089519,2840.467359297817,133.34938291323243
2025-11-24 04:00:29.740000,87498.4558089519,2853.6275655469994,133.34938291323243
2025-11-24 04:01:18.971000,87498.4558089519,2853.6275655469994,133.34947759588047
2025-11-24 04:01:44.812000,87280.45777186136,2853.6275655469994,133.34947759588047
2025-11-24 05:01:56.614000,87280.45777186136,2853.6275655469994,131.31708847350103
2025-11-24 05:02:16.020000,87280.45777186136,2823.628480128831,131.31708847350103
2025-11-24 05:03:04.252000,86752.70249543806,2823.628480128831,131.31708847350103
2025-11-24 06:02:27.553000,86752.70249543806,2864.5832080861683,131.31708847350103
2025-11-24 06:02:32.533000,86752.70249543806,2864.5832080861683,132.85639249510817
2025-11-24 06:02:53.968000,87387.45679921281,2864.5832080861683,132.85639249510817
2025-11-24 07:02:25.689000,87387.45679921281,2835.252209040108,132.85639249510817
2025-11-24 07:02:37.999000,87387.45679921281,2835.252209040108,130.95902398330034
2025-11-24 07:02:39.967000,86844.70882045799,2835.252209040108,130.95902398330034
2025-11-24 08:01:55.934000,87075.74513315319,2835.252209040108,130.95902398330034
2025-11-24 08:01:56.297000,87075.74513315319,2835.252209040108,130.66950062407952
